test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,wt_value,perturbed_value,comparison_baseline,comparison_baseline_value,ratio,log2_fold_change,direction_threshold,predicted_direction,expected_direction,correct,phenotype_node,complexity_score,complexity_label,path_length,converged,iterations,evidence_doi
phyB_ko,PHYB,knockout,0.0,,,1.0,5.628683,WT,1.0,5.628683,2.4928,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,127,"{'claim': 'phyB mutant has long hypocotyl', 'evidence_sentence': 'Constitutively long hypocotyl phenotypes at 12-27C', 'source': {'doi': '10.3390/ijms221910304', 'title': 'PIF4 and PIF4-Interacting Proteins', 'authors': 'Xu Y, Zhu Z', 'year': 2021, 'journal': 'IJMS'}}"
phyA_ko,PHYA,knockout,0.0,,,1.0,0.05136,WT,1.0,0.05136,-4.2832,0.05,decreased,increased,False,Hypocotyl_Length,1,easy,1,True,95,"{'claim': 'phyA mutant has elongated hypocotyl in far-red', 'evidence_sentence': 'Does not show promotion of hypocotyl growth caused by neighbors', 'source': {'doi': '10.1199/tab.0157', 'title': 'Shade Avoidance', 'authors': 'Casal JJ', 'year': 2012, 'journal': 'The Arabidopsis Book'}}"
cry1_ko,CRY1,knockout,0.0,,,1.0,5.628683,WT,1.0,5.628683,2.4928,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,127,"{'claim': 'cry1 has long hypocotyl in blue light', 'evidence_sentence': 'Reduced CRY1 activity permits PIF4 accumulation', 'source': {'doi': '10.3390/ijms221910304', 'title': 'PIF4 and PIF4-Interacting Proteins', 'authors': 'Xu Y, Zhu Z', 'year': 2021, 'journal': 'IJMS'}}"
cop1_ko,COP1,knockout,0.0,,,1.0,0.599235,WT,1.0,0.599235,-0.7388,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,147,"{'claim': 'cop1 short hypocotyl in dark', 'evidence_sentence': 'Hypocotyl-growth response requires COP1', 'source': {'doi': '10.1199/tab.0157', 'title': 'Shade Avoidance', 'authors': 'Casal JJ', 'year': 2012, 'journal': 'The Arabidopsis Book'}}"
hy5_ko,HY5,knockout,0.0,,,1.0,20.655046,WT,1.0,20.655046,4.3684,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,189,"{'claim': 'hy5 has long hypocotyl', 'evidence_sentence': 'hy5 mutant shows drastically elongated hypocotyls in light', 'source': {'doi': '10.3389/fpls.2021.800989', 'title': 'HY5: A Pivotal Regulator', 'authors': 'Xiao Y et al.', 'year': 2022, 'journal': 'Frontiers in Plant Science'}}"
pif4_ko,PIF4,knockout,0.0,,,1.0,0.109914,WT,1.0,0.109914,-3.1856,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,89,"{'claim': 'pif4 has short hypocotyl', 'evidence_sentence': 'Display short hypocotyls', 'source': {'doi': '10.3390/ijms221910304', 'title': 'PIF4 and PIF4-Interacting Proteins', 'authors': 'Xu Y, Zhu Z', 'year': 2021, 'journal': 'IJMS'}}"
pif3_ko,PIF3,knockout,0.0,,,1.0,0.05136,WT,1.0,0.05136,-4.2832,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,95,"{'claim': 'pif3 has shorter hypocotyl', 'evidence_sentence': 'Loss-of-function of PIF3 confers a shorter hypocotyl phenotype', 'source': {'doi': '10.1199/tab.0103', 'title': 'GA Metabolism', 'authors': 'Sun TP', 'year': 2008, 'journal': 'The Arabidopsis Book'}}"
pif5_ko,PIF5,knockout,0.0,,,1.0,0.10086,WT,1.0,0.10086,-3.3096,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,66,"{'claim': 'pif5 reduced hypocotyl', 'evidence_sentence': 'Reduced hypocotyl growth to low R:FR', 'source': {'doi': '10.1199/tab.0157', 'title': 'Shade Avoidance', 'authors': 'Casal JJ', 'year': 2012, 'journal': 'The Arabidopsis Book'}}"
det1_ko,DET1,knockout,0.0,,,1.0,12.081639,WT,1.0,12.081639,3.5947,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,92,"{'claim': 'det1 has short hypocotyl in dark', 'evidence_sentence': 'det1-1 mutants displayed constitutive photomorphogenic development', 'source': {'doi': '10.1105/tpc.114.130666', 'title': 'DET1 Represses Photomorphogenesis', 'authors': 'Dong J et al.', 'year': 2014, 'journal': 'The Plant Cell'}}"
elf3_ko,Evening_Complex,knockout,0.0,,,1.0,10.999154,WT,1.0,10.999154,3.4593,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,89,"{'claim': 'elf3 has long hypocotyl', 'evidence_sentence': 'Abnormal hypocotyl growth under diurnal cycles in elf3 mutants', 'source': {'doi': '10.1038/nature10182', 'title': 'ELF4-ELF3-LUX Complex', 'authors': 'Nusinow DA et al.', 'year': 2011, 'journal': 'Nature'}}"
